scam_type,sender_state,complaint_status,bank_id,complaint_count,total_loss,avg_loss,min_loss,max_loss,avg_resolution_days,min_resolution_days,max_resolution_days,affected_users,linked_txns,total_loss_lakhs,avg_loss_k
KYC,Karnataka,OPEN,ICICI003,10,22952.49,2295.2490000000003,945.71,5000.0,,,,10,10,0.23,2.3
LOTTERY,West Bengal,RESOLVED,SBI001,2,11361.38,5680.69,1400.0,9961.38,20.5,20.0,21.0,2,2,0.11,5.68
JOB,Jharkhand,OPEN,CANARA008,1,3800.0,3800.0,3800.0,3800.0,,,,1,1,0.04,3.8
LOTTERY,Telangana,ESCALATED,KOTAK005,2,7546.54,3773.27,1000.0,6546.54,,,,2,2,0.08,3.77
INVESTMENT,Gujarat,ESCALATED,ICICI003,1,19500.0,19500.0,19500.0,19500.0,,,,1,1,0.2,19.5
LOTTERY,Haryana,OPEN,BOB007,2,27076.17,13538.085,2076.17,25000.0,,,,2,2,0.27,13.54
JOB,Gujarat,OPEN,HDFC002,2,5099.55,2549.775,1399.55,3700.0,,,,2,2,0.05,2.55
LOTTERY,Karnataka,OPEN,UNION009,5,28597.53,5719.505999999999,1900.0,13600.0,,,,5,5,0.29,5.72
TECH_SUPPORT,Tamil Nadu,OPEN,UNION009,1,3949.93,3949.93,3949.93,3949.93,,,,1,1,0.04,3.95
KYC,Uttar Pradesh,ESCALATED,HDFC002,4,7788.54,1947.135,500.0,5000.0,,,,4,4,0.08,1.95
KYC,Maharashtra,ESCALATED,ICICI003,4,8119.21,2029.8025,819.21,5000.0,,,,4,4,0.08,2.03
LEGITIMATE,Haryana,OPEN,HDFC002,5,5408.86,1081.772,35.28,2860.96,,,,5,5,0.05,1.08
LEGITIMATE,Rajasthan,OPEN,PNB006,3,52087.340000000004,17362.446666666667,1036.49,49475.98,,,,3,3,0.52,17.36
LOTTERY,Maharashtra,OPEN,INDUS010,9,66711.43,7412.38111111111,1000.0,19310.14,,,,9,9,0.67,7.41
TECH_SUPPORT,Kerala,RESOLVED,CANARA008,2,6030.39,3015.195,1800.0,4230.39,48.0,23.0,73.0,2,2,0.06,3.02
KYC,Bihar,ESCALATED,ICICI003,2,3351.23,1675.615,1272.19,2079.04,,,,2,2,0.03,1.68
LOTTERY,Bihar,OPEN,CANARA008,2,22192.1,11096.05,3492.1,18700.0,,,,2,2,0.22,11.1
INVESTMENT,Rajasthan,OPEN,HDFC002,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
IMPERSONATION,Madhya Pradesh,RESOLVED,KOTAK005,3,6900.0,2300.0,2000.0,2900.0,40.0,13.0,82.0,3,3,0.07,2.3
LEGITIMATE,Kerala,OPEN,BOB007,2,2198.87,1099.435,359.4,1839.47,,,,2,2,0.02,1.1
JOB,Kerala,RESOLVED,HDFC002,1,3235.5,3235.5,3235.5,3235.5,72.0,72.0,72.0,1,1,0.03,3.24
KYC,Meghalaya,ESCALATED,AXIS004,1,3613.89,3613.89,3613.89,3613.89,,,,1,1,0.04,3.61
LEGITIMATE,Odisha,OPEN,KOTAK005,1,372.83,372.83,372.83,372.83,,,,1,1,0.0,0.37
INVESTMENT,Delhi,ESCALATED,KOTAK005,1,100000.0,100000.0,100000.0,100000.0,,,,1,1,1.0,100.0
KYC,Delhi,ESCALATED,UNION009,1,1700.0,1700.0,1700.0,1700.0,,,,1,1,0.02,1.7
IMPERSONATION,Assam,ESCALATED,HDFC002,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
IMPERSONATION,Tamil Nadu,RESOLVED,UNION009,1,50000.0,50000.0,50000.0,50000.0,24.0,24.0,24.0,1,1,0.5,50.0
JOB,West Bengal,ESCALATED,SBI001,1,2567.4,2567.4,2567.4,2567.4,,,,1,1,0.03,2.57
LEGITIMATE,Karnataka,OPEN,ICICI003,1,7410.99,7410.99,7410.99,7410.99,,,,1,1,0.07,7.41
IMPERSONATION,Rajasthan,OPEN,INDUS010,1,5867.08,5867.08,5867.08,5867.08,,,,1,1,0.06,5.87
KYC,West Bengal,OPEN,INDUS010,2,6681.09,3340.545,2081.09,4600.0,,,,2,2,0.07,3.34
IMPERSONATION,Uttar Pradesh,OPEN,AXIS004,3,19030.68,6343.56,4300.0,9630.68,,,,3,3,0.19,6.34
LOTTERY,Himachal Pradesh,OPEN,KOTAK005,1,6000.0,6000.0,6000.0,6000.0,,,,1,1,0.06,6.0
KYC,Rajasthan,OPEN,PNB006,4,7010.78,1752.695,500.0,4000.0,,,,4,4,0.07,1.75
KYC,Uttar Pradesh,RESOLVED,PNB006,2,4868.01,2434.005,2296.04,2571.97,65.5,63.0,68.0,2,2,0.05,2.43
JOB,Karnataka,OPEN,SBI001,3,11617.720000000001,3872.5733333333337,2100.0,6217.72,,,,3,3,0.12,3.87
TECH_SUPPORT,Telangana,RESOLVED,KOTAK005,3,16164.97,5388.323333333333,864.97,10000.0,51.666666666666664,16.0,86.0,3,3,0.16,5.39
KYC,Maharashtra,ESCALATED,KOTAK005,2,7638.51,3819.255,2638.51,5000.0,,,,2,2,0.08,3.82
KYC,Uttarakhand,OPEN,PNB006,2,7646.95,3823.475,3046.95,4600.0,,,,2,2,0.08,3.82
KYC,West Bengal,RESOLVED,CANARA008,3,6127.61,2042.5366666666666,1127.61,2700.0,68.0,55.0,83.0,3,3,0.06,2.04
TECH_SUPPORT,Gujarat,RESOLVED,CANARA008,3,8574.0,2858.0,2000.0,4500.0,20.333333333333332,3.0,32.0,3,3,0.09,2.86
KYC,Uttar Pradesh,OPEN,HDFC002,7,17172.329999999998,2453.1899999999996,500.0,5000.0,,,,7,7,0.17,2.45
EMERGENCY,Odisha,RESOLVED,CANARA008,1,4070.16,4070.16,4070.16,4070.16,45.0,45.0,45.0,1,1,0.04,4.07
IMPERSONATION,Madhya Pradesh,RESOLVED,ICICI003,2,7100.0,3550.0,2000.0,5100.0,54.0,45.0,63.0,2,2,0.07,3.55
LOTTERY,Uttar Pradesh,ESCALATED,BOB007,1,2920.62,2920.62,2920.62,2920.62,,,,1,1,0.03,2.92
JOB,Maharashtra,RESOLVED,INDUS010,2,4568.1900000000005,2284.0950000000003,1800.0,2768.19,37.5,21.0,54.0,2,2,0.05,2.28
JOB,Himachal Pradesh,OPEN,HDFC002,1,4200.0,4200.0,4200.0,4200.0,,,,1,1,0.04,4.2
LOTTERY,Odisha,RESOLVED,UNION009,2,29732.72,14866.36,4732.72,25000.0,58.0,49.0,67.0,2,2,0.3,14.87
LEGITIMATE,Karnataka,OPEN,PNB006,4,3330.41,832.6025,249.99,1859.64,,,,4,4,0.03,0.83
LOTTERY,Himachal Pradesh,OPEN,ICICI003,1,6547.71,6547.71,6547.71,6547.71,,,,1,1,0.07,6.55
INVESTMENT,Jharkhand,ESCALATED,PNB006,1,6242.22,6242.22,6242.22,6242.22,,,,1,1,0.06,6.24
JOB,Gujarat,OPEN,CANARA008,1,1700.0,1700.0,1700.0,1700.0,,,,1,1,0.02,1.7
LOTTERY,Punjab,RESOLVED,KOTAK005,3,14211.38,4737.126666666666,1200.0,10884.21,47.666666666666664,21.0,62.0,3,3,0.14,4.74
JOB,Tamil Nadu,RESOLVED,KOTAK005,1,1200.0,1200.0,1200.0,1200.0,15.0,15.0,15.0,1,1,0.01,1.2
LEGITIMATE,Maharashtra,OPEN,KOTAK005,6,29100.36,4850.06,81.95,22943.81,,,,6,6,0.29,4.85
LOTTERY,Delhi,ESCALATED,PNB006,2,9228.26,4614.13,3900.0,5328.26,,,,2,2,0.09,4.61
KYC,Bihar,OPEN,INDUS010,3,6172.41,2057.47,500.0,5000.0,,,,3,3,0.06,2.06
LEGITIMATE,Odisha,ESCALATED,INDUS010,1,3077.33,3077.33,3077.33,3077.33,,,,1,1,0.03,3.08
KYC,Tamil Nadu,ESCALATED,BOB007,2,3873.7200000000003,1936.8600000000001,1710.86,2162.86,,,,2,2,0.04,1.94
EMERGENCY,Rajasthan,ESCALATED,CANARA008,1,15200.0,15200.0,15200.0,15200.0,,,,1,1,0.15,15.2
LEGITIMATE,Gujarat,RESOLVED,UNION009,1,1259.34,1259.34,1259.34,1259.34,10.0,10.0,10.0,1,1,0.01,1.26
TECH_SUPPORT,Madhya Pradesh,ESCALATED,BOB007,1,2300.0,2300.0,2300.0,2300.0,,,,1,1,0.02,2.3
IMPERSONATION,Karnataka,ESCALATED,SBI001,1,3900.0,3900.0,3900.0,3900.0,,,,1,1,0.04,3.9
JOB,Telangana,ESCALATED,PNB006,1,4400.0,4400.0,4400.0,4400.0,,,,1,1,0.04,4.4
KYC,Delhi,RESOLVED,SBI001,2,3813.75,1906.875,1400.0,2413.75,73.0,61.0,85.0,2,2,0.04,1.91
JOB,West Bengal,ESCALATED,CANARA008,1,3021.76,3021.76,3021.76,3021.76,,,,1,1,0.03,3.02
IMPERSONATION,Telangana,OPEN,UNION009,1,4491.86,4491.86,4491.86,4491.86,,,,1,1,0.04,4.49
KYC,Uttar Pradesh,ESCALATED,BOB007,2,3856.05,1928.025,1556.05,2300.0,,,,2,2,0.04,1.93
JOB,Maharashtra,ESCALATED,ICICI003,2,2594.3900000000003,1297.1950000000002,1100.0,1494.39,,,,2,2,0.03,1.3
LOTTERY,Tripura,OPEN,HDFC002,1,9468.96,9468.96,9468.96,9468.96,,,,1,1,0.09,9.47
LEGITIMATE,Maharashtra,RESOLVED,PNB006,3,14894.579999999998,4964.86,1721.21,11002.75,68.0,61.0,78.0,3,3,0.15,4.96
IMPERSONATION,Rajasthan,OPEN,AXIS004,2,23071.13,11535.565,3052.61,20018.52,,,,2,2,0.23,11.54
LOTTERY,Rajasthan,ESCALATED,UNION009,2,12785.69,6392.845,2215.24,10570.45,,,,2,2,0.13,6.39
KYC,Delhi,ESCALATED,ICICI003,1,1859.39,1859.39,1859.39,1859.39,,,,1,1,0.02,1.86
KYC,Rajasthan,RESOLVED,SBI001,3,9900.0,3300.0,2200.0,3900.0,52.666666666666664,27.0,69.0,3,3,0.1,3.3
INVESTMENT,Maharashtra,OPEN,CANARA008,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LEGITIMATE,Gujarat,ESCALATED,KOTAK005,1,423.12,423.12,423.12,423.12,,,,1,1,0.0,0.42
JOB,Uttar Pradesh,OPEN,ICICI003,3,13929.75,4643.25,2944.54,7300.0,,,,3,3,0.14,4.64
JOB,Mizoram,RESOLVED,KOTAK005,1,1224.56,1224.56,1224.56,1224.56,11.0,11.0,11.0,1,1,0.01,1.22
LEGITIMATE,Maharashtra,OPEN,HDFC002,5,40183.35,8036.67,298.83,34714.62,,,,5,5,0.4,8.04
KYC,Meghalaya,OPEN,UNION009,2,7200.0,3600.0,2200.0,5000.0,,,,2,2,0.07,3.6
LEGITIMATE,Telangana,OPEN,HDFC002,3,9085.529999999999,3028.5099999999998,1068.87,6034.48,,,,3,3,0.09,3.03
TECH_SUPPORT,Delhi,ESCALATED,PNB006,1,1085.75,1085.75,1085.75,1085.75,,,,1,1,0.01,1.09
JOB,Delhi,RESOLVED,INDUS010,3,7368.219999999999,2456.0733333333333,1500.0,3468.22,15.333333333333334,12.0,19.0,3,3,0.07,2.46
LOTTERY,Karnataka,RESOLVED,SBI001,2,4276.95,2138.475,1525.57,2751.38,49.5,41.0,58.0,2,2,0.04,2.14
LEGITIMATE,Assam,OPEN,KOTAK005,1,5324.43,5324.43,5324.43,5324.43,,,,1,1,0.05,5.32
IMPERSONATION,Maharashtra,ESCALATED,SBI001,3,47988.31,15996.103333333333,5836.18,24405.95,,,,3,3,0.48,16.0
KYC,Jharkhand,ESCALATED,KOTAK005,1,1100.0,1100.0,1100.0,1100.0,,,,1,1,0.01,1.1
IMPERSONATION,Gujarat,ESCALATED,BOB007,2,9700.0,4850.0,2000.0,7700.0,,,,2,2,0.1,4.85
LOTTERY,Delhi,OPEN,INDUS010,3,13125.3,4375.099999999999,1000.0,6900.0,,,,3,3,0.13,4.38
TECH_SUPPORT,Delhi,ESCALATED,KOTAK005,2,3300.0,1650.0,800.0,2500.0,,,,2,2,0.03,1.65
EMERGENCY,Madhya Pradesh,OPEN,CANARA008,1,4428.83,4428.83,4428.83,4428.83,,,,1,1,0.04,4.43
INVESTMENT,Maharashtra,OPEN,UNION009,3,15000.0,5000.0,5000.0,5000.0,,,,3,3,0.15,5.0
KYC,Odisha,RESOLVED,CANARA008,1,1961.28,1961.28,1961.28,1961.28,37.0,37.0,37.0,1,1,0.02,1.96
KYC,Madhya Pradesh,OPEN,KOTAK005,1,4764.35,4764.35,4764.35,4764.35,,,,1,1,0.05,4.76
IMPERSONATION,Jharkhand,OPEN,UNION009,1,6700.0,6700.0,6700.0,6700.0,,,,1,1,0.07,6.7
JOB,Tamil Nadu,RESOLVED,UNION009,1,1293.97,1293.97,1293.97,1293.97,55.0,55.0,55.0,1,1,0.01,1.29
LOTTERY,Jharkhand,OPEN,PNB006,1,5700.0,5700.0,5700.0,5700.0,,,,1,1,0.06,5.7
TECH_SUPPORT,Gujarat,OPEN,PNB006,3,11130.33,3710.11,599.01,5335.66,,,,3,3,0.11,3.71
JOB,Arunachal Pradesh,RESOLVED,ICICI003,1,3211.71,3211.71,3211.71,3211.71,77.0,77.0,77.0,1,1,0.03,3.21
TECH_SUPPORT,West Bengal,OPEN,KOTAK005,3,8338.77,2779.59,2132.24,3200.0,,,,3,3,0.08,2.78
LOTTERY,Himachal Pradesh,ESCALATED,HDFC002,1,6592.86,6592.86,6592.86,6592.86,,,,1,1,0.07,6.59
LEGITIMATE,West Bengal,OPEN,CANARA008,2,559.64,279.82,110.55,449.09,,,,2,2,0.01,0.28
TECH_SUPPORT,Karnataka,RESOLVED,SBI001,2,8991.0,4495.5,500.0,8491.0,48.5,36.0,61.0,2,2,0.09,4.5
LEGITIMATE,Maharashtra,RESOLVED,CANARA008,1,510.22,510.22,510.22,510.22,34.0,34.0,34.0,1,1,0.01,0.51
LEGITIMATE,West Bengal,RESOLVED,INDUS010,3,5537.08,1845.6933333333334,1293.9,2197.03,61.666666666666664,49.0,82.0,3,3,0.06,1.85
LOTTERY,Gujarat,RESOLVED,KOTAK005,1,2384.52,2384.52,2384.52,2384.52,74.0,74.0,74.0,1,1,0.02,2.38
INVESTMENT,Uttar Pradesh,OPEN,ICICI003,2,26021.25,13010.625,9064.9,16956.35,,,,2,2,0.26,13.01
EMERGENCY,Delhi,ESCALATED,KOTAK005,1,16193.85,16193.85,16193.85,16193.85,,,,1,1,0.16,16.19
KYC,Tamil Nadu,RESOLVED,AXIS004,1,2887.44,2887.44,2887.44,2887.44,59.0,59.0,59.0,1,1,0.03,2.89
JOB,Nagaland,OPEN,HDFC002,1,1062.27,1062.27,1062.27,1062.27,,,,1,1,0.01,1.06
LOTTERY,West Bengal,OPEN,AXIS004,2,21551.1,10775.55,8400.0,13151.1,,,,2,2,0.22,10.78
IMPERSONATION,Maharashtra,RESOLVED,PNB006,2,15432.81,7716.405,3776.39,11656.42,30.5,23.0,38.0,2,2,0.15,7.72
KYC,Arunachal Pradesh,OPEN,KOTAK005,1,4376.0,4376.0,4376.0,4376.0,,,,1,1,0.04,4.38
LOTTERY,Haryana,ESCALATED,AXIS004,1,10250.42,10250.42,10250.42,10250.42,,,,1,1,0.1,10.25
JOB,Punjab,OPEN,INDUS010,1,1500.0,1500.0,1500.0,1500.0,,,,1,1,0.02,1.5
KYC,Haryana,ESCALATED,HDFC002,1,958.75,958.75,958.75,958.75,,,,1,1,0.01,0.96
IMPERSONATION,Maharashtra,RESOLVED,CANARA008,1,7339.6,7339.6,7339.6,7339.6,6.0,6.0,6.0,1,1,0.07,7.34
LOTTERY,Uttar Pradesh,RESOLVED,BOB007,3,18713.12,6237.706666666666,3042.32,11700.0,26.666666666666668,13.0,45.0,3,3,0.19,6.24
JOB,Nagaland,ESCALATED,PNB006,1,1940.22,1940.22,1940.22,1940.22,,,,1,1,0.02,1.94
INVESTMENT,Karnataka,ESCALATED,BOB007,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
TECH_SUPPORT,Uttar Pradesh,RESOLVED,HDFC002,1,3600.0,3600.0,3600.0,3600.0,61.0,61.0,61.0,1,1,0.04,3.6
IMPERSONATION,Tamil Nadu,RESOLVED,INDUS010,1,15832.1,15832.1,15832.1,15832.1,23.0,23.0,23.0,1,1,0.16,15.83
TECH_SUPPORT,Madhya Pradesh,RESOLVED,UNION009,1,2100.0,2100.0,2100.0,2100.0,28.0,28.0,28.0,1,1,0.02,2.1
JOB,Uttar Pradesh,OPEN,INDUS010,1,5800.0,5800.0,5800.0,5800.0,,,,1,1,0.06,5.8
IMPERSONATION,Odisha,OPEN,BOB007,1,10500.0,10500.0,10500.0,10500.0,,,,1,1,0.11,10.5
JOB,Karnataka,RESOLVED,KOTAK005,1,1399.45,1399.45,1399.45,1399.45,24.0,24.0,24.0,1,1,0.01,1.4
TECH_SUPPORT,Madhya Pradesh,RESOLVED,SBI001,1,2495.52,2495.52,2495.52,2495.52,28.0,28.0,28.0,1,1,0.02,2.5
JOB,Uttar Pradesh,ESCALATED,KOTAK005,1,6670.63,6670.63,6670.63,6670.63,,,,1,1,0.07,6.67
KYC,Odisha,RESOLVED,AXIS004,1,1375.98,1375.98,1375.98,1375.98,5.0,5.0,5.0,1,1,0.01,1.38
KYC,Gujarat,ESCALATED,PNB006,2,4200.0,2100.0,2100.0,2100.0,,,,2,2,0.04,2.1
LOTTERY,Telangana,ESCALATED,AXIS004,3,10352.14,3450.713333333333,1752.14,5900.0,,,,3,3,0.1,3.45
EMERGENCY,Uttar Pradesh,OPEN,BOB007,1,9568.07,9568.07,9568.07,9568.07,,,,1,1,0.1,9.57
KYC,Andhra Pradesh,RESOLVED,SBI001,1,1109.48,1109.48,1109.48,1109.48,37.0,37.0,37.0,1,1,0.01,1.11
KYC,Kerala,RESOLVED,CANARA008,2,1200.0,600.0,500.0,700.0,70.0,64.0,76.0,2,2,0.01,0.6
LEGITIMATE,Jharkhand,OPEN,SBI001,1,874.11,874.11,874.11,874.11,,,,1,1,0.01,0.87
JOB,Maharashtra,OPEN,UNION009,7,29278.299999999996,4182.614285714285,1953.6,6162.79,,,,7,7,0.29,4.18
IMPERSONATION,Karnataka,RESOLVED,ICICI003,6,77640.35,12940.058333333334,3121.53,25500.0,55.333333333333336,23.0,83.0,6,6,0.78,12.94
LOTTERY,Jharkhand,RESOLVED,AXIS004,1,3677.0,3677.0,3677.0,3677.0,68.0,68.0,68.0,1,1,0.04,3.68
TECH_SUPPORT,Telangana,OPEN,INDUS010,3,11811.35,3937.116666666667,1961.21,6950.14,,,,3,3,0.12,3.94
IMPERSONATION,Gujarat,OPEN,HDFC002,9,54911.130000000005,6101.236666666668,2227.66,13100.0,,,,9,9,0.55,6.1
LEGITIMATE,Karnataka,OPEN,KOTAK005,8,18248.82,2281.1025,121.86,10122.77,,,,8,8,0.18,2.28
INVESTMENT,Madhya Pradesh,OPEN,AXIS004,2,127310.63,63655.315,35900.0,91410.63,,,,2,2,1.27,63.66
INVESTMENT,Delhi,RESOLVED,CANARA008,1,5141.8,5141.8,5141.8,5141.8,15.0,15.0,15.0,1,1,0.05,5.14
KYC,Telangana,RESOLVED,UNION009,3,2557.3,852.4333333333334,657.3,1200.0,26.333333333333332,20.0,32.0,3,3,0.03,0.85
LOTTERY,Telangana,ESCALATED,HDFC002,1,6582.22,6582.22,6582.22,6582.22,,,,1,1,0.07,6.58
IMPERSONATION,Madhya Pradesh,OPEN,INDUS010,1,3796.29,3796.29,3796.29,3796.29,,,,1,1,0.04,3.8
TECH_SUPPORT,Maharashtra,RESOLVED,KOTAK005,1,1000.0,1000.0,1000.0,1000.0,36.0,36.0,36.0,1,1,0.01,1.0
TECH_SUPPORT,Rajasthan,OPEN,INDUS010,2,6096.74,3048.37,1800.0,4296.74,,,,2,2,0.06,3.05
EMERGENCY,Telangana,OPEN,CANARA008,2,46982.37,23491.185,4593.68,42388.69,,,,2,2,0.47,23.49
KYC,Haryana,RESOLVED,PNB006,2,3898.7200000000003,1949.3600000000001,1295.3,2603.42,31.0,24.0,38.0,2,2,0.04,1.95
JOB,Delhi,RESOLVED,UNION009,3,7856.610000000001,2618.8700000000003,1200.0,3727.61,54.0,12.0,86.0,3,3,0.08,2.62
LOTTERY,Karnataka,ESCALATED,CANARA008,2,18800.0,9400.0,8200.0,10600.0,,,,2,2,0.19,9.4
TECH_SUPPORT,Goa,RESOLVED,AXIS004,1,2321.91,2321.91,2321.91,2321.91,49.0,49.0,49.0,1,1,0.02,2.32
KYC,Delhi,RESOLVED,CANARA008,5,12121.960000000001,2424.3920000000003,1545.18,5000.0,48.8,10.0,83.0,5,5,0.12,2.42
JOB,Rajasthan,RESOLVED,INDUS010,1,3709.07,3709.07,3709.07,3709.07,26.0,26.0,26.0,1,1,0.04,3.71
LOTTERY,Tamil Nadu,RESOLVED,ICICI003,2,14415.33,7207.665,3515.33,10900.0,70.0,55.0,85.0,2,2,0.14,7.21
TECH_SUPPORT,Haryana,OPEN,KOTAK005,2,14414.150000000001,7207.075000000001,4693.03,9721.12,,,,2,2,0.14,7.21
LEGITIMATE,Rajasthan,OPEN,HDFC002,3,23968.32,7989.44,952.63,12783.33,,,,3,3,0.24,7.99
TECH_SUPPORT,Karnataka,RESOLVED,KOTAK005,3,15052.44,5017.4800000000005,1900.0,10000.0,51.666666666666664,26.0,83.0,3,3,0.15,5.02
KYC,Maharashtra,ESCALATED,CANARA008,6,12994.31,2165.7183333333332,800.0,5000.0,,,,6,6,0.13,2.17
LOTTERY,Andhra Pradesh,RESOLVED,ICICI003,1,3500.0,3500.0,3500.0,3500.0,44.0,44.0,44.0,1,1,0.04,3.5
LEGITIMATE,West Bengal,OPEN,HDFC002,1,324.4,324.4,324.4,324.4,,,,1,1,0.0,0.32
LEGITIMATE,West Bengal,ESCALATED,PNB006,1,38087.14,38087.14,38087.14,38087.14,,,,1,1,0.38,38.09
LEGITIMATE,Maharashtra,OPEN,BOB007,5,66582.46999999999,13316.493999999997,173.68,46678.92,,,,5,5,0.67,13.32
IMPERSONATION,Kerala,RESOLVED,KOTAK005,1,2400.0,2400.0,2400.0,2400.0,30.0,30.0,30.0,1,1,0.02,2.4
TECH_SUPPORT,Madhya Pradesh,OPEN,ICICI003,3,8555.84,2851.9466666666667,689.78,6300.0,,,,3,3,0.09,2.85
IMPERSONATION,Maharashtra,RESOLVED,ICICI003,2,27400.0,13700.0,4000.0,23400.0,47.5,36.0,59.0,2,2,0.27,13.7
TECH_SUPPORT,Telangana,OPEN,HDFC002,2,6769.28,3384.64,869.28,5900.0,,,,2,2,0.07,3.38
JOB,Jharkhand,OPEN,INDUS010,1,846.13,846.13,846.13,846.13,,,,1,1,0.01,0.85
KYC,Nagaland,OPEN,INDUS010,1,2800.0,2800.0,2800.0,2800.0,,,,1,1,0.03,2.8
EMERGENCY,Telangana,RESOLVED,CANARA008,1,50000.0,50000.0,50000.0,50000.0,45.0,45.0,45.0,1,1,0.5,50.0
LOTTERY,Karnataka,RESOLVED,PNB006,3,13211.76,4403.92,1622.24,7489.52,29.0,14.0,55.0,3,3,0.13,4.4
LOTTERY,Odisha,OPEN,CANARA008,1,1788.18,1788.18,1788.18,1788.18,,,,1,1,0.02,1.79
KYC,Telangana,OPEN,UNION009,5,9724.0,1944.8,1086.48,3400.0,,,,5,5,0.1,1.94
LEGITIMATE,Andhra Pradesh,ESCALATED,AXIS004,1,4069.93,4069.93,4069.93,4069.93,,,,1,1,0.04,4.07
KYC,Uttarakhand,RESOLVED,ICICI003,1,1416.04,1416.04,1416.04,1416.04,14.0,14.0,14.0,1,1,0.01,1.42
INVESTMENT,Goa,OPEN,HDFC002,1,54559.55,54559.55,54559.55,54559.55,,,,1,1,0.55,54.56
KYC,Gujarat,RESOLVED,INDUS010,2,2000.0,1000.0,900.0,1100.0,24.5,5.0,44.0,2,2,0.02,1.0
JOB,Telangana,OPEN,HDFC002,4,22468.75,5617.1875,2400.0,8000.0,,,,4,4,0.22,5.62
KYC,Himachal Pradesh,OPEN,CANARA008,1,1598.98,1598.98,1598.98,1598.98,,,,1,1,0.02,1.6
LOTTERY,Uttar Pradesh,RESOLVED,CANARA008,1,6843.97,6843.97,6843.97,6843.97,76.0,76.0,76.0,1,1,0.07,6.84
LEGITIMATE,Tamil Nadu,ESCALATED,ICICI003,3,13511.369999999999,4503.79,1177.79,10758.32,,,,3,3,0.14,4.5
LEGITIMATE,Tamil Nadu,ESCALATED,KOTAK005,4,41807.229999999996,10451.807499999999,189.29,40651.57,,,,4,4,0.42,10.45
IMPERSONATION,Tamil Nadu,OPEN,ICICI003,1,2200.0,2200.0,2200.0,2200.0,,,,1,1,0.02,2.2
KYC,Arunachal Pradesh,ESCALATED,PNB006,1,954.01,954.01,954.01,954.01,,,,1,1,0.01,0.95
KYC,West Bengal,ESCALATED,CANARA008,2,5100.0,2550.0,2000.0,3100.0,,,,2,2,0.05,2.55
TECH_SUPPORT,Kerala,ESCALATED,UNION009,1,3100.0,3100.0,3100.0,3100.0,,,,1,1,0.03,3.1
LEGITIMATE,Andhra Pradesh,OPEN,ICICI003,1,1970.06,1970.06,1970.06,1970.06,,,,1,1,0.02,1.97
KYC,Haryana,ESCALATED,INDUS010,2,3627.44,1813.72,1176.02,2451.42,,,,2,2,0.04,1.81
LOTTERY,Haryana,OPEN,SBI001,1,2805.84,2805.84,2805.84,2805.84,,,,1,1,0.03,2.81
TECH_SUPPORT,Rajasthan,RESOLVED,INDUS010,1,2500.0,2500.0,2500.0,2500.0,9.0,9.0,9.0,1,1,0.03,2.5
IMPERSONATION,Madhya Pradesh,OPEN,CANARA008,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
IMPERSONATION,Karnataka,RESOLVED,AXIS004,2,10108.89,5054.445,3263.68,6845.21,82.0,82.0,82.0,2,2,0.1,5.05
KYC,Telangana,RESOLVED,HDFC002,3,5390.0599999999995,1796.6866666666665,600.0,2835.44,30.333333333333332,25.0,33.0,3,3,0.05,1.8
LEGITIMATE,West Bengal,OPEN,UNION009,1,1531.41,1531.41,1531.41,1531.41,,,,1,1,0.02,1.53
LEGITIMATE,Meghalaya,OPEN,SBI001,1,11975.99,11975.99,11975.99,11975.99,,,,1,1,0.12,11.98
LEGITIMATE,Kerala,ESCALATED,PNB006,1,892.29,892.29,892.29,892.29,,,,1,1,0.01,0.89
IMPERSONATION,Tamil Nadu,RESOLVED,HDFC002,1,6794.78,6794.78,6794.78,6794.78,68.0,68.0,68.0,1,1,0.07,6.79
TECH_SUPPORT,Andhra Pradesh,OPEN,CANARA008,4,16111.130000000001,4027.7825000000003,1530.0,10000.0,,,,4,4,0.16,4.03
LEGITIMATE,Madhya Pradesh,OPEN,ICICI003,2,1417.47,708.735,578.62,838.85,,,,2,2,0.01,0.71
LEGITIMATE,Rajasthan,RESOLVED,SBI001,1,10277.3,10277.3,10277.3,10277.3,26.0,26.0,26.0,1,1,0.1,10.28
LOTTERY,Haryana,RESOLVED,CANARA008,1,6800.0,6800.0,6800.0,6800.0,88.0,88.0,88.0,1,1,0.07,6.8
KYC,West Bengal,RESOLVED,SBI001,2,8800.0,4400.0,3800.0,5000.0,77.0,76.0,78.0,2,2,0.09,4.4
JOB,Kerala,ESCALATED,CANARA008,1,1200.0,1200.0,1200.0,1200.0,,,,1,1,0.01,1.2
LOTTERY,Karnataka,ESCALATED,SBI001,5,15909.66,3181.932,2265.05,4050.83,,,,5,5,0.16,3.18
IMPERSONATION,Tamil Nadu,RESOLVED,CANARA008,1,4400.0,4400.0,4400.0,4400.0,22.0,22.0,22.0,1,1,0.04,4.4
IMPERSONATION,Madhya Pradesh,OPEN,AXIS004,2,20864.59,10432.295,5362.39,15502.2,,,,2,2,0.21,10.43
