scam_type,complaint_status,bank_id,sender_state,complaint_count,avg_resolution_days,min_resolution_days,max_resolution_days,total_amount_involved,affected_users,linked_txns,amount_involved_lakhs,avg_loss_per_user
JOB,RESOLVED,ICICI003,Rajasthan,1,50.0,50.0,50.0,6238.46,1,1,0.06,6238.0
KYC,ESCALATED,CANARA008,Meghalaya,1,,,,1225.17,1,1,0.01,1225.0
EMERGENCY,OPEN,SBI001,Telangana,1,,,,10700.0,1,1,0.11,10700.0
LEGITIMATE,RESOLVED,INDUS010,Delhi,2,51.0,20.0,82.0,2951.09,2,2,0.03,1476.0
TECH_SUPPORT,OPEN,PNB006,Rajasthan,1,,,,2464.36,1,1,0.02,2464.0
KYC,ESCALATED,KOTAK005,Assam,1,,,,3900.0,1,1,0.04,3900.0
LEGITIMATE,OPEN,ICICI003,Karnataka,1,,,,7410.99,1,1,0.07,7411.0
JOB,ESCALATED,PNB006,Jharkhand,1,,,,3300.0,1,1,0.03,3300.0
IMPERSONATION,OPEN,PNB006,Rajasthan,1,,,,50000.0,1,1,0.5,50000.0
KYC,OPEN,HDFC002,Rajasthan,1,,,,2963.93,1,1,0.03,2964.0
KYC,RESOLVED,ICICI003,Telangana,1,11.0,11.0,11.0,3470.86,1,1,0.03,3471.0
LEGITIMATE,ESCALATED,HDFC002,Bihar,1,,,,6781.53,1,1,0.07,6782.0
LOTTERY,ESCALATED,HDFC002,Karnataka,1,,,,13700.0,1,1,0.14,13700.0
INVESTMENT,OPEN,ICICI003,Tamil Nadu,1,,,,19000.0,1,1,0.19,19000.0
LEGITIMATE,OPEN,HDFC002,Himachal Pradesh,1,,,,2268.8,1,1,0.02,2269.0
LOTTERY,OPEN,SBI001,Tamil Nadu,5,,,,51184.130000000005,5,5,0.51,10237.0
JOB,OPEN,ICICI003,Tamil Nadu,2,,,,6047.1,2,2,0.06,3024.0
INVESTMENT,RESOLVED,AXIS004,Tamil Nadu,1,50.0,50.0,50.0,100000.0,1,1,1.0,100000.0
LOTTERY,RESOLVED,CANARA008,Uttar Pradesh,1,76.0,76.0,76.0,6843.97,1,1,0.07,6844.0
TECH_SUPPORT,RESOLVED,PNB006,Madhya Pradesh,2,40.5,16.0,65.0,12951.79,2,2,0.13,6476.0
LOTTERY,OPEN,CANARA008,Manipur,1,,,,5683.88,1,1,0.06,5684.0
LEGITIMATE,OPEN,HDFC002,Andhra Pradesh,2,,,,2443.99,2,2,0.02,1222.0
TECH_SUPPORT,RESOLVED,KOTAK005,Delhi,3,60.666666666666664,52.0,77.0,6476.18,3,3,0.06,2159.0
LOTTERY,OPEN,KOTAK005,Delhi,1,,,,4300.0,1,1,0.04,4300.0
LOTTERY,ESCALATED,SBI001,Madhya Pradesh,1,,,,6089.73,1,1,0.06,6090.0
EMERGENCY,OPEN,CANARA008,Odisha,1,,,,35662.52,1,1,0.36,35663.0
LEGITIMATE,OPEN,HDFC002,Karnataka,5,,,,25562.980000000003,5,5,0.26,5113.0
JOB,ESCALATED,UNION009,Karnataka,3,,,,6409.43,3,3,0.06,2136.0
JOB,ESCALATED,INDUS010,Uttar Pradesh,1,,,,1021.26,1,1,0.01,1021.0
LOTTERY,RESOLVED,AXIS004,Tamil Nadu,3,59.333333333333336,32.0,84.0,43937.19,3,3,0.44,14646.0
KYC,RESOLVED,UNION009,Telangana,3,26.333333333333332,20.0,32.0,2557.3,3,3,0.03,852.0
LOTTERY,ESCALATED,SBI001,Gujarat,3,,,,12621.18,3,3,0.13,4207.0
IMPERSONATION,OPEN,CANARA008,Uttar Pradesh,1,,,,2599.34,1,1,0.03,2599.0
LEGITIMATE,ESCALATED,KOTAK005,Andhra Pradesh,1,,,,658.77,1,1,0.01,659.0
TECH_SUPPORT,RESOLVED,AXIS004,Gujarat,4,16.25,5.0,43.0,12507.96,4,4,0.13,3127.0
LOTTERY,OPEN,UNION009,Maharashtra,8,,,,80672.85,8,8,0.81,10084.0
LOTTERY,OPEN,ICICI003,Uttar Pradesh,4,,,,27700.199999999997,4,4,0.28,6925.0
LOTTERY,OPEN,ICICI003,Bihar,4,,,,62709.29,4,4,0.63,15677.0
INVESTMENT,RESOLVED,UNION009,Maharashtra,2,48.5,44.0,53.0,67480.83,2,2,0.67,33740.0
IMPERSONATION,RESOLVED,ICICI003,Maharashtra,2,47.5,36.0,59.0,27400.0,2,2,0.27,13700.0
TECH_SUPPORT,OPEN,SBI001,Karnataka,6,,,,18421.07,6,6,0.18,3070.0
LOTTERY,RESOLVED,SBI001,Jharkhand,1,38.0,38.0,38.0,1000.0,1,1,0.01,1000.0
TECH_SUPPORT,OPEN,UNION009,Maharashtra,6,,,,27294.21,6,6,0.27,4549.0
KYC,OPEN,KOTAK005,Delhi,8,,,,20539.21,8,8,0.21,2567.0
JOB,ESCALATED,KOTAK005,Kerala,1,,,,6353.9,1,1,0.06,6354.0
LOTTERY,ESCALATED,AXIS004,Mizoram,1,,,,2996.7,1,1,0.03,2997.0
TECH_SUPPORT,OPEN,ICICI003,Odisha,2,,,,1964.46,2,2,0.02,982.0
KYC,ESCALATED,HDFC002,Uttar Pradesh,4,,,,7788.54,4,4,0.08,1947.0
KYC,RESOLVED,HDFC002,Karnataka,2,20.0,18.0,22.0,5600.0,2,2,0.06,2800.0
JOB,OPEN,AXIS004,Telangana,1,,,,926.54,1,1,0.01,927.0
TECH_SUPPORT,OPEN,AXIS004,Uttar Pradesh,2,,,,5100.0,2,2,0.05,2550.0
LOTTERY,OPEN,CANARA008,Karnataka,5,,,,39575.13,5,5,0.4,7915.0
TECH_SUPPORT,OPEN,INDUS010,Rajasthan,2,,,,6096.74,2,2,0.06,3048.0
TECH_SUPPORT,RESOLVED,KOTAK005,Telangana,3,51.666666666666664,16.0,86.0,16164.97,3,3,0.16,5388.0
KYC,RESOLVED,AXIS004,Madhya Pradesh,1,3.0,3.0,3.0,2006.93,1,1,0.02,2007.0
IMPERSONATION,RESOLVED,AXIS004,Karnataka,2,82.0,82.0,82.0,10108.89,2,2,0.1,5054.0
TECH_SUPPORT,OPEN,ICICI003,Maharashtra,6,,,,23597.07,6,6,0.24,3933.0
KYC,RESOLVED,SBI001,Meghalaya,1,82.0,82.0,82.0,1067.22,1,1,0.01,1067.0
TECH_SUPPORT,ESCALATED,PNB006,Kerala,1,,,,872.39,1,1,0.01,872.0
LOTTERY,RESOLVED,SBI001,Andhra Pradesh,1,87.0,87.0,87.0,3807.77,1,1,0.04,3808.0
IMPERSONATION,RESOLVED,CANARA008,Maharashtra,1,6.0,6.0,6.0,7339.6,1,1,0.07,7340.0
TECH_SUPPORT,RESOLVED,ICICI003,Madhya Pradesh,1,32.0,32.0,32.0,500.0,1,1,0.01,500.0
IMPERSONATION,ESCALATED,SBI001,Telangana,1,,,,2000.0,1,1,0.02,2000.0
KYC,RESOLVED,HDFC002,West Bengal,2,53.0,49.0,57.0,6539.05,2,2,0.07,3270.0
KYC,OPEN,CANARA008,Karnataka,9,,,,26381.65,9,9,0.26,2931.0
JOB,OPEN,ICICI003,Uttar Pradesh,3,,,,13929.75,3,3,0.14,4643.0
LOTTERY,RESOLVED,ICICI003,Maharashtra,5,46.6,10.0,87.0,50463.92,5,5,0.5,10093.0
LOTTERY,OPEN,BOB007,Haryana,2,,,,27076.17,2,2,0.27,13538.0
LEGITIMATE,RESOLVED,SBI001,Nagaland,2,79.5,71.0,88.0,2387.2,2,2,0.02,1194.0
TECH_SUPPORT,OPEN,ICICI003,Uttar Pradesh,3,,,,19000.0,3,3,0.19,6333.0
INVESTMENT,OPEN,KOTAK005,West Bengal,1,,,,17700.0,1,1,0.18,17700.0
LOTTERY,OPEN,INDUS010,Kerala,3,,,,39458.43,3,3,0.39,13153.0
IMPERSONATION,OPEN,SBI001,Tamil Nadu,2,,,,77913.99,2,2,0.78,38957.0
INVESTMENT,OPEN,UNION009,Karnataka,1,,,,10066.24,1,1,0.1,10066.0
LEGITIMATE,RESOLVED,PNB006,Odisha,1,85.0,85.0,85.0,190.9,1,1,0.0,191.0
KYC,ESCALATED,AXIS004,West Bengal,2,,,,2491.8900000000003,2,2,0.02,1246.0
JOB,OPEN,HDFC002,Madhya Pradesh,4,,,,9065.4,4,4,0.09,2266.0
TECH_SUPPORT,OPEN,UNION009,Uttarakhand,1,,,,964.78,1,1,0.01,965.0
TECH_SUPPORT,RESOLVED,CANARA008,Rajasthan,1,9.0,9.0,9.0,4051.11,1,1,0.04,4051.0
LOTTERY,OPEN,AXIS004,West Bengal,2,,,,21551.1,2,2,0.22,10776.0
IMPERSONATION,OPEN,CANARA008,Karnataka,4,,,,34142.1,4,4,0.34,8536.0
INVESTMENT,ESCALATED,AXIS004,Uttar Pradesh,2,,,,19071.15,2,2,0.19,9536.0
LEGITIMATE,OPEN,BOB007,Uttarakhand,1,,,,1750.54,1,1,0.02,1751.0
LEGITIMATE,RESOLVED,KOTAK005,Karnataka,3,49.333333333333336,37.0,57.0,17357.51,3,3,0.17,5786.0
IMPERSONATION,RESOLVED,CANARA008,Tamil Nadu,1,22.0,22.0,22.0,4400.0,1,1,0.04,4400.0
TECH_SUPPORT,RESOLVED,KOTAK005,Chhattisgarh,1,43.0,43.0,43.0,1600.0,1,1,0.02,1600.0
LEGITIMATE,OPEN,SBI001,Mizoram,1,,,,1275.26,1,1,0.01,1275.0
KYC,RESOLVED,ICICI003,Arunachal Pradesh,1,74.0,74.0,74.0,1800.0,1,1,0.02,1800.0
TECH_SUPPORT,RESOLVED,CANARA008,Bihar,2,42.0,40.0,44.0,4519.59,2,2,0.05,2260.0
TECH_SUPPORT,OPEN,UNION009,Rajasthan,1,,,,1307.66,1,1,0.01,1308.0
KYC,OPEN,INDUS010,Rajasthan,4,,,,4491.49,4,4,0.04,1123.0
LOTTERY,RESOLVED,UNION009,Uttarakhand,2,42.5,10.0,75.0,11796.85,2,2,0.12,5898.0
JOB,ESCALATED,KOTAK005,West Bengal,3,,,,5963.6900000000005,3,3,0.06,1988.0
LEGITIMATE,OPEN,HDFC002,Gujarat,2,,,,1555.6999999999998,2,2,0.02,778.0
LOTTERY,OPEN,ICICI003,Himachal Pradesh,1,,,,6547.71,1,1,0.07,6548.0
LOTTERY,ESCALATED,CANARA008,Maharashtra,3,,,,29992.33,3,3,0.3,9997.0
IMPERSONATION,RESOLVED,SBI001,Arunachal Pradesh,1,21.0,21.0,21.0,5443.34,1,1,0.05,5443.0
KYC,ESCALATED,INDUS010,Madhya Pradesh,2,,,,3662.55,2,2,0.04,1831.0
LEGITIMATE,OPEN,INDUS010,Rajasthan,2,,,,3021.53,2,2,0.03,1511.0
KYC,OPEN,PNB006,Himachal Pradesh,1,,,,1205.28,1,1,0.01,1205.0
IMPERSONATION,OPEN,SBI001,Karnataka,5,,,,59435.4,5,5,0.59,11887.0
JOB,ESCALATED,ICICI003,Bihar,1,,,,1276.61,1,1,0.01,1277.0
TECH_SUPPORT,ESCALATED,CANARA008,West Bengal,2,,,,11592.15,2,2,0.12,5796.0
KYC,ESCALATED,CANARA008,Karnataka,3,,,,8900.0,3,3,0.09,2967.0
IMPERSONATION,OPEN,INDUS010,West Bengal,2,,,,15780.0,2,2,0.16,7890.0
LOTTERY,ESCALATED,PNB006,Telangana,1,,,,5964.34,1,1,0.06,5964.0
LOTTERY,RESOLVED,HDFC002,Tripura,2,33.5,14.0,53.0,15601.34,2,2,0.16,7801.0
KYC,OPEN,INDUS010,Uttarakhand,1,,,,1800.0,1,1,0.02,1800.0
JOB,OPEN,AXIS004,Delhi,2,,,,9621.619999999999,2,2,0.1,4811.0
LOTTERY,OPEN,KOTAK005,Assam,2,,,,16463.05,2,2,0.16,8232.0
JOB,ESCALATED,KOTAK005,Andhra Pradesh,1,,,,7731.02,1,1,0.08,7731.0
KYC,RESOLVED,BOB007,Kerala,2,51.5,32.0,71.0,3664.07,2,2,0.04,1832.0
TECH_SUPPORT,OPEN,INDUS010,West Bengal,2,,,,3575.16,2,2,0.04,1788.0
LOTTERY,RESOLVED,HDFC002,Tamil Nadu,3,53.666666666666664,14.0,82.0,25397.36,3,3,0.25,8466.0
TECH_SUPPORT,ESCALATED,KOTAK005,Telangana,1,,,,6600.0,1,1,0.07,6600.0
LOTTERY,RESOLVED,BOB007,Delhi,1,55.0,55.0,55.0,2561.81,1,1,0.03,2562.0
TECH_SUPPORT,RESOLVED,PNB006,Maharashtra,1,3.0,3.0,3.0,1339.46,1,1,0.01,1339.0
INVESTMENT,OPEN,SBI001,Maharashtra,4,,,,113568.24,4,4,1.14,28392.0
INVESTMENT,OPEN,HDFC002,Goa,1,,,,54559.55,1,1,0.55,54560.0
TECH_SUPPORT,ESCALATED,INDUS010,Maharashtra,2,,,,9850.55,2,2,0.1,4925.0
LEGITIMATE,ESCALATED,INDUS010,Maharashtra,3,,,,1581.9,3,3,0.02,527.0
TECH_SUPPORT,OPEN,BOB007,Delhi,2,,,,2976.98,2,2,0.03,1488.0
INVESTMENT,RESOLVED,UNION009,Andhra Pradesh,1,7.0,7.0,7.0,5000.0,1,1,0.05,5000.0
KYC,OPEN,BOB007,Uttarakhand,2,,,,2312.56,2,2,0.02,1156.0
TECH_SUPPORT,RESOLVED,KOTAK005,Haryana,1,21.0,21.0,21.0,4600.0,1,1,0.05,4600.0
IMPERSONATION,RESOLVED,HDFC002,Tamil Nadu,1,68.0,68.0,68.0,6794.78,1,1,0.07,6795.0
EMERGENCY,OPEN,BOB007,West Bengal,2,,,,72735.45,2,2,0.73,36368.0
JOB,OPEN,AXIS004,Punjab,1,,,,1800.0,1,1,0.02,1800.0
KYC,OPEN,AXIS004,Haryana,4,,,,7866.89,4,4,0.08,1967.0
LOTTERY,OPEN,SBI001,Jharkhand,3,,,,10805.5,3,3,0.11,3602.0
KYC,RESOLVED,CANARA008,Madhya Pradesh,1,51.0,51.0,51.0,3700.0,1,1,0.04,3700.0
KYC,OPEN,UNION009,Haryana,3,,,,7979.6900000000005,3,3,0.08,2660.0
LEGITIMATE,OPEN,ICICI003,Bihar,1,,,,1306.7,1,1,0.01,1307.0
KYC,ESCALATED,HDFC002,Haryana,1,,,,958.75,1,1,0.01,959.0
JOB,RESOLVED,PNB006,Maharashtra,3,63.333333333333336,54.0,76.0,11831.31,3,3,0.12,3944.0
TECH_SUPPORT,OPEN,BOB007,Kerala,3,,,,7144.71,3,3,0.07,2382.0
JOB,ESCALATED,SBI001,Rajasthan,1,,,,800.0,1,1,0.01,800.0
TECH_SUPPORT,OPEN,KOTAK005,Uttarakhand,1,,,,5028.63,1,1,0.05,5029.0
INVESTMENT,RESOLVED,INDUS010,Odisha,1,82.0,82.0,82.0,15100.0,1,1,0.15,15100.0
LOTTERY,ESCALATED,PNB006,Delhi,2,,,,9228.26,2,2,0.09,4614.0
IMPERSONATION,ESCALATED,ICICI003,Telangana,1,,,,6094.02,1,1,0.06,6094.0
JOB,RESOLVED,INDUS010,Gujarat,1,6.0,6.0,6.0,900.0,1,1,0.01,900.0
KYC,OPEN,UNION009,Kerala,1,,,,1800.0,1,1,0.02,1800.0
JOB,RESOLVED,INDUS010,Telangana,2,19.0,18.0,20.0,3561.45,2,2,0.04,1781.0
INVESTMENT,OPEN,INDUS010,Gujarat,2,,,,87289.91,2,2,0.87,43645.0
TECH_SUPPORT,OPEN,UNION009,Punjab,1,,,,2000.0,1,1,0.02,2000.0
LOTTERY,RESOLVED,AXIS004,Odisha,1,23.0,23.0,23.0,13347.78,1,1,0.13,13348.0
KYC,RESOLVED,INDUS010,Karnataka,2,77.5,75.0,80.0,7430.0,2,2,0.07,3715.0
IMPERSONATION,ESCALATED,CANARA008,Uttar Pradesh,1,,,,13187.81,1,1,0.13,13188.0
LOTTERY,OPEN,UNION009,Assam,1,,,,25000.0,1,1,0.25,25000.0
KYC,ESCALATED,CANARA008,Bihar,2,,,,4274.64,2,2,0.04,2137.0
LOTTERY,ESCALATED,CANARA008,Tamil Nadu,1,,,,11900.0,1,1,0.12,11900.0
LEGITIMATE,ESCALATED,PNB006,Punjab,1,,,,1070.86,1,1,0.01,1071.0
KYC,RESOLVED,SBI001,Himachal Pradesh,1,77.0,77.0,77.0,1869.43,1,1,0.02,1869.0
LEGITIMATE,ESCALATED,UNION009,Arunachal Pradesh,1,,,,13354.29,1,1,0.13,13354.0
LEGITIMATE,OPEN,INDUS010,Telangana,1,,,,3305.34,1,1,0.03,3305.0
KYC,ESCALATED,UNION009,West Bengal,2,,,,7400.0,2,2,0.07,3700.0
KYC,ESCALATED,BOB007,Odisha,1,,,,2780.87,1,1,0.03,2781.0
LEGITIMATE,OPEN,BOB007,Telangana,1,,,,569.26,1,1,0.01,569.0
LEGITIMATE,RESOLVED,UNION009,Bihar,1,42.0,42.0,42.0,6838.94,1,1,0.07,6839.0
JOB,ESCALATED,AXIS004,Tamil Nadu,1,,,,8000.0,1,1,0.08,8000.0
TECH_SUPPORT,ESCALATED,BOB007,Madhya Pradesh,1,,,,2300.0,1,1,0.02,2300.0
IMPERSONATION,OPEN,UNION009,Andhra Pradesh,1,,,,11400.0,1,1,0.11,11400.0
INVESTMENT,OPEN,HDFC002,Punjab,1,,,,17405.99,1,1,0.17,17406.0
LOTTERY,RESOLVED,ICICI003,Punjab,1,60.0,60.0,60.0,1000.0,1,1,0.01,1000.0
TECH_SUPPORT,ESCALATED,HDFC002,Uttar Pradesh,1,,,,3067.59,1,1,0.03,3068.0
TECH_SUPPORT,OPEN,KOTAK005,Punjab,1,,,,4046.27,1,1,0.04,4046.0
LOTTERY,OPEN,ICICI003,Arunachal Pradesh,1,,,,7000.0,1,1,0.07,7000.0
KYC,ESCALATED,INDUS010,Bihar,1,,,,1016.83,1,1,0.01,1017.0
TECH_SUPPORT,OPEN,INDUS010,Delhi,1,,,,5095.43,1,1,0.05,5095.0
JOB,OPEN,PNB006,Haryana,1,,,,4400.0,1,1,0.04,4400.0
TECH_SUPPORT,OPEN,ICICI003,Telangana,4,,,,10701.41,4,4,0.11,2675.0
IMPERSONATION,ESCALATED,KOTAK005,Telangana,1,,,,4600.0,1,1,0.05,4600.0
INVESTMENT,OPEN,PNB006,Maharashtra,1,,,,29200.0,1,1,0.29,29200.0
LEGITIMATE,ESCALATED,KOTAK005,Tamil Nadu,4,,,,41807.229999999996,4,4,0.42,10452.0
LOTTERY,RESOLVED,HDFC002,Himachal Pradesh,1,78.0,78.0,78.0,4900.0,1,1,0.05,4900.0
KYC,OPEN,CANARA008,Gujarat,4,,,,16020.0,4,4,0.16,4005.0
JOB,OPEN,BOB007,Gujarat,5,,,,13767.650000000001,5,5,0.14,2754.0
KYC,RESOLVED,KOTAK005,West Bengal,1,54.0,54.0,54.0,500.0,1,1,0.01,500.0
KYC,RESOLVED,HDFC002,Gujarat,2,58.0,42.0,74.0,2406.41,2,2,0.02,1203.0
TECH_SUPPORT,OPEN,PNB006,Gujarat,3,,,,11130.33,3,3,0.11,3710.0
LOTTERY,OPEN,CANARA008,Tamil Nadu,4,,,,11728.74,4,4,0.12,2932.0
KYC,OPEN,ICICI003,Mizoram,3,,,,6345.24,3,3,0.06,2115.0
JOB,RESOLVED,AXIS004,Kerala,2,24.0,3.0,45.0,11432.54,2,2,0.11,5716.0
TECH_SUPPORT,RESOLVED,SBI001,Madhya Pradesh,1,28.0,28.0,28.0,2495.52,1,1,0.02,2496.0
LOTTERY,OPEN,CANARA008,Telangana,8,,,,39505.04,8,8,0.4,4938.0
TECH_SUPPORT,ESCALATED,UNION009,Himachal Pradesh,1,,,,10000.0,1,1,0.1,10000.0
LOTTERY,OPEN,INDUS010,Gujarat,2,,,,6744.1900000000005,2,2,0.07,3372.0
LOTTERY,ESCALATED,HDFC002,Manipur,1,,,,25000.0,1,1,0.25,25000.0
LEGITIMATE,OPEN,HDFC002,Maharashtra,5,,,,40183.35,5,5,0.4,8037.0
EMERGENCY,ESCALATED,AXIS004,Delhi,1,,,,5185.35,1,1,0.05,5185.0
LOTTERY,OPEN,HDFC002,Maharashtra,8,,,,37313.25,8,8,0.37,4664.0
LOTTERY,OPEN,BOB007,West Bengal,5,,,,40914.47,5,5,0.41,8183.0
KYC,OPEN,AXIS004,Telangana,5,,,,11160.73,5,5,0.11,2232.0
IMPERSONATION,OPEN,SBI001,Madhya Pradesh,3,,,,38928.21000000001,3,3,0.39,12976.0
TECH_SUPPORT,OPEN,KOTAK005,West Bengal,3,,,,8338.77,3,3,0.08,2780.0
JOB,OPEN,SBI001,Rajasthan,3,,,,10992.2,3,3,0.11,3664.0
LEGITIMATE,RESOLVED,KOTAK005,Maharashtra,4,32.5,7.0,56.0,14664.25,4,4,0.15,3666.0
LOTTERY,OPEN,BOB007,Bihar,3,,,,30384.559999999998,3,3,0.3,10128.0
TECH_SUPPORT,ESCALATED,HDFC002,Assam,1,,,,2914.46,1,1,0.03,2914.0
LEGITIMATE,OPEN,PNB006,Odisha,1,,,,9261.86,1,1,0.09,9262.0
KYC,OPEN,UNION009,Gujarat,8,,,,15036.250000000002,8,8,0.15,1880.0
KYC,RESOLVED,AXIS004,Gujarat,3,51.666666666666664,39.0,74.0,3841.85,3,3,0.04,1281.0
LOTTERY,OPEN,AXIS004,Tamil Nadu,3,,,,25369.43,3,3,0.25,8456.0
JOB,RESOLVED,PNB006,Rajasthan,1,73.0,73.0,73.0,4603.61,1,1,0.05,4604.0
IMPERSONATION,RESOLVED,ICICI003,Kerala,1,29.0,29.0,29.0,22625.99,1,1,0.23,22626.0
LOTTERY,OPEN,INDUS010,Rajasthan,1,,,,7400.0,1,1,0.07,7400.0
KYC,OPEN,SBI001,Haryana,2,,,,3516.56,2,2,0.04,1758.0
KYC,OPEN,BOB007,Himachal Pradesh,1,,,,1400.0,1,1,0.01,1400.0
IMPERSONATION,RESOLVED,SBI001,Rajasthan,1,7.0,7.0,7.0,7100.0,1,1,0.07,7100.0
IMPERSONATION,OPEN,SBI001,Uttar Pradesh,2,,,,15461.07,2,2,0.15,7731.0
JOB,ESCALATED,HDFC002,Telangana,1,,,,4316.58,1,1,0.04,4317.0
JOB,RESOLVED,BOB007,Rajasthan,1,74.0,74.0,74.0,3300.0,1,1,0.03,3300.0
KYC,RESOLVED,SBI001,Delhi,2,73.0,61.0,85.0,3813.75,2,2,0.04,1907.0
LEGITIMATE,OPEN,AXIS004,Odisha,1,,,,2972.94,1,1,0.03,2973.0
KYC,OPEN,PNB006,Telangana,7,,,,13381.2,7,7,0.13,1912.0
EMERGENCY,RESOLVED,KOTAK005,Goa,1,84.0,84.0,84.0,6893.49,1,1,0.07,6893.0
TECH_SUPPORT,ESCALATED,PNB006,West Bengal,1,,,,1400.0,1,1,0.01,1400.0
LOTTERY,RESOLVED,INDUS010,Punjab,3,37.0,12.0,61.0,18678.89,3,3,0.19,6226.0
LOTTERY,OPEN,BOB007,Maharashtra,8,,,,80422.15,8,8,0.8,10053.0
TECH_SUPPORT,OPEN,HDFC002,Telangana,2,,,,6769.28,2,2,0.07,3385.0
JOB,ESCALATED,KOTAK005,Rajasthan,1,,,,5200.0,1,1,0.05,5200.0
JOB,OPEN,ICICI003,Telangana,1,,,,6900.0,1,1,0.07,6900.0
IMPERSONATION,OPEN,INDUS010,Maharashtra,8,,,,127982.74,8,8,1.28,15998.0
LOTTERY,RESOLVED,SBI001,Karnataka,2,49.5,41.0,58.0,4276.95,2,2,0.04,2138.0
INVESTMENT,RESOLVED,AXIS004,Telangana,1,70.0,70.0,70.0,34500.0,1,1,0.35,34500.0
INVESTMENT,OPEN,ICICI003,Uttar Pradesh,2,,,,26021.25,2,2,0.26,13011.0
LEGITIMATE,ESCALATED,ICICI003,Uttar Pradesh,3,,,,45134.24,3,3,0.45,15045.0
JOB,OPEN,BOB007,Maharashtra,4,,,,19712.37,4,4,0.2,4928.0
LOTTERY,OPEN,CANARA008,Goa,1,,,,8400.0,1,1,0.08,8400.0
LOTTERY,ESCALATED,BOB007,Jharkhand,1,,,,4500.0,1,1,0.05,4500.0
JOB,ESCALATED,HDFC002,Delhi,1,,,,2881.27,1,1,0.03,2881.0
TECH_SUPPORT,RESOLVED,SBI001,West Bengal,1,30.0,30.0,30.0,1483.1,1,1,0.01,1483.0
KYC,ESCALATED,CANARA008,Tamil Nadu,4,,,,4511.05,4,4,0.05,1128.0
KYC,OPEN,PNB006,Bihar,1,,,,3493.75,1,1,0.03,3494.0
TECH_SUPPORT,RESOLVED,PNB006,Jharkhand,1,8.0,8.0,8.0,4200.0,1,1,0.04,4200.0
LOTTERY,OPEN,SBI001,Nagaland,2,,,,7023.15,1,2,0.07,7023.0
LOTTERY,RESOLVED,INDUS010,Karnataka,5,55.6,33.0,73.0,46511.07,5,5,0.47,9302.0
TECH_SUPPORT,OPEN,ICICI003,Haryana,1,,,,1443.8,1,1,0.01,1444.0
LOTTERY,RESOLVED,SBI001,Chhattisgarh,1,87.0,87.0,87.0,4014.45,1,1,0.04,4014.0
JOB,RESOLVED,HDFC002,Madhya Pradesh,1,68.0,68.0,68.0,8000.0,1,1,0.08,8000.0
KYC,OPEN,KOTAK005,West Bengal,5,,,,8558.15,5,5,0.09,1712.0
TECH_SUPPORT,OPEN,BOB007,Punjab,1,,,,900.0,1,1,0.01,900.0
KYC,OPEN,KOTAK005,Rajasthan,5,,,,13276.499999999998,5,5,0.13,2655.0
LEGITIMATE,RESOLVED,AXIS004,West Bengal,1,64.0,64.0,64.0,134.28,1,1,0.0,134.0
IMPERSONATION,RESOLVED,BOB007,Meghalaya,1,26.0,26.0,26.0,11600.0,1,1,0.12,11600.0
JOB,OPEN,BOB007,Odisha,1,,,,1744.87,1,1,0.02,1745.0
KYC,ESCALATED,AXIS004,Maharashtra,1,,,,1472.01,1,1,0.01,1472.0
LOTTERY,OPEN,AXIS004,Karnataka,3,,,,36173.14,3,3,0.36,12058.0
TECH_SUPPORT,RESOLVED,SBI001,Maharashtra,1,23.0,23.0,23.0,1200.0,1,1,0.01,1200.0
LOTTERY,OPEN,AXIS004,Maharashtra,6,,,,22854.28,6,6,0.23,3809.0
LOTTERY,ESCALATED,ICICI003,Telangana,3,,,,5100.0,3,3,0.05,1700.0
LEGITIMATE,RESOLVED,AXIS004,Tamil Nadu,1,78.0,78.0,78.0,235.4,1,1,0.0,235.0
JOB,OPEN,HDFC002,Karnataka,4,,,,21313.510000000002,4,4,0.21,5328.0
LOTTERY,RESOLVED,SBI001,Maharashtra,2,66.5,46.0,87.0,24092.87,2,2,0.24,12046.0
LOTTERY,OPEN,AXIS004,Nagaland,1,,,,21200.0,1,1,0.21,21200.0
LEGITIMATE,ESCALATED,KOTAK005,Delhi,2,,,,927.97,2,2,0.01,464.0
LEGITIMATE,OPEN,BOB007,Meghalaya,2,,,,8254.45,2,2,0.08,4127.0
KYC,RESOLVED,CANARA008,West Bengal,3,68.0,55.0,83.0,6127.61,3,3,0.06,2043.0
IMPERSONATION,OPEN,ICICI003,West Bengal,1,,,,9700.0,1,1,0.1,9700.0
LOTTERY,ESCALATED,ICICI003,Madhya Pradesh,1,,,,9000.0,1,1,0.09,9000.0
LEGITIMATE,ESCALATED,AXIS004,Maharashtra,6,,,,37433.21,6,6,0.37,6239.0
LOTTERY,ESCALATED,INDUS010,Delhi,1,,,,3075.99,1,1,0.03,3076.0
LOTTERY,RESOLVED,HDFC002,Goa,1,53.0,53.0,53.0,1425.65,1,1,0.01,1426.0
INVESTMENT,OPEN,INDUS010,West Bengal,3,,,,32797.5,3,3,0.33,10933.0
KYC,RESOLVED,SBI001,Uttar Pradesh,4,67.0,45.0,86.0,7278.27,4,4,0.07,1820.0
IMPERSONATION,OPEN,UNION009,Haryana,2,,,,56040.97,2,2,0.56,28020.0
KYC,RESOLVED,ICICI003,Gujarat,2,59.0,39.0,79.0,2676.76,2,2,0.03,1338.0
